ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count
1117-244-187,Sandia/oscil_dcop_06,0,250,1,68,3.67647058823529,1,1117-244-187,1117,244,187,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_06/oscil_dcop_06.mtx,244,244,794,False,0.45,0.9928571428571429,0.01333646869121204,3.2540983606557377,12,1.2083146059890584,1.9508196721311475,1.1333430818831303,1,10,1.6680672268907564,0.9230414444030058,1,3,476
279-608-17,HB/young2c,0,650,1,148,4.39189189189189,1,279-608-17,279,608,17,/home/anna/.ssgetpy/MM/HB/young2c/young2c.mtx,608,608,2938,False,0.8472103004291845,1.0,0.00794775796398892,4.832236842105263,5,0.3991935906965261,2.9046052631578947,0.29375939308374593,2,3,1.6636466591166479,0.9284133604106265,1,3,1766
73-567-540,HB/bcsstm23,1,588,1,51,11.5294117647059,1,73-567-540,73,567,540,/home/anna/.ssgetpy/MM/HB/bcsstm23/bcsstm23.mtx,567,567,567,True,1.0,1.0,0.001763668430335097,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,567
74-1149-1284,HB/bcsstm24,1,32,1,51,0.627450980392157,0,74-1149-1284,74,1149,1284,/home/anna/.ssgetpy/MM/HB/bcsstm24/bcsstm24.mtx,1149,1149,1149,True,1.0,1.0,0.0008703220191470844,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1149
428-315-1996,FIDAP/ex31,0,350,1,67,5.22388059701493,1,428-315-1996,428,315,1996,/home/anna/.ssgetpy/MM/FIDAP/ex31/ex31.mtx,315,315,5938,False,0.7451533309834332,0.7451533309834332,0.05984378936759889,18.85079365079365,74,11.423171563820077,11.488888888888889,5.18321806979823,4,29,1.640784747167726,0.906977674870179,1,4,3619
1072-444-492,Sandia/fpga_dcop_18,1,6,1,51,0.117647058823529,0,1072-444-492,1072,444,492,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_18/fpga_dcop_18.mtx,444,444,888,False,0.0,1.0,0.0045045045045045045,2.0,2,0.0,1.0,0.0,1,1,2.0,0.0,2,2,444
814-1947-616,Simon/raefsky1,1,139,1,70,1.98571428571429,1,814-1947-616,814,1947,616,/home/anna/.ssgetpy/MM/Simon/raefsky1/raefsky1.mtx,1947,1947,169141,False,0.08304125746139215,0.9972606672488247,0.044618708038310556,86.87262455059066,108,21.47353468286827,8.504365690806369,2.1938318644380668,2,17,10.215062205580384,4.2409689150241086,1,36,16558
1558-1076-3094,Schenk_IBMNA/c-39,1,86,1,51,1.68627450980392,1,1558-1076-3094,1558,1076,3094,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-39/c-39.mtx,1076,1076,1076,False,1.0,1.0,0.0009293680297397769,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1076
1166-135-168,Sandia/oscil_dcop_55,1,45,1,58,0.775862068965517,0,1166-135-168,1166,135,168,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_55/oscil_dcop_55.mtx,135,135,345,False,0.6476190476190476,1.0,0.018930041152263374,2.5555555555555554,10,1.3314801936840215,1.874074074074074,1.0640915417988464,1,8,1.3636363636363635,0.7183243967142144,1,3,253
159-138-677,HB/gr_30_30,1,19,1,57,0.333333333333333,0,159-138-677,159,138,677,/home/anna/.ssgetpy/MM/HB/gr_30_30/gr_30_30.mtx,138,138,1034,True,1.0,1.0,0.054295316110060915,7.492753623188406,9,1.5936758021902928,2.579710144927536,0.4936054019109102,2,3,2.904494382022472,0.31244239464009727,1,3,356
1550-1567-545,Schenk_IBMNA/c-31,1,36,1,51,0.705882352941177,0,1550-1567-545,1550,1567,545,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-31/c-31.mtx,1567,1567,1567,False,1.0,1.0,0.0006381620931716656,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1567
327-287-14,Bai/qc324,0,300,1,56,5.35714285714286,1,327-287-14,327,287,14,/home/anna/.ssgetpy/MM/Bai/qc324/qc324.mtx,287,287,21407,False,1.0,1.0,0.25989146402165864,74.58885017421603,83,9.997470816147079,2.421602787456446,0.5077313849816318,1,3,30.801438848920863,36.06948926008893,1,82,695
69-438-359,HB/bcsstm19,1,156,1,51,3.05882352941176,1,69-438-359,69,438,359,/home/anna/.ssgetpy/MM/HB/bcsstm19/bcsstm19.mtx,438,438,438,True,1.0,1.0,0.00228310502283105,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,438
758-1040-98,Nasa/nasa2146,1,131,1,57,2.29824561403509,1,758-1040-98,758,1040,98,/home/anna/.ssgetpy/MM/Nasa/nasa2146/nasa2146.mtx,1040,1040,34112,True,1.0,1.0,0.031538461538461536,32.8,36,5.634918605650634,2.8653846153846154,0.341312295178824,2,3,11.446979865771812,1.4396847644783644,4,12,2980
504-156-1043,Gset/G41,1,9,0,0,0.0,0,504-156-1043,504,156,1043,/home/anna/.ssgetpy/MM/Gset/G41/G41.mtx,156,156,78,False,1.0,1.0,0.003205128205128205,0.5,2,0.38569460791993504,1.1818181818181819,0.38569460791993504,1,2,1.0,0.0,1,1,78
151-185-182,HB/fs_680_3,1,33,1,52,0.634615384615385,0,151-185-182,151,185,182,/home/anna/.ssgetpy/MM/HB/fs_680_3/fs_680_3.mtx,185,185,334,False,0.0,0.7516778523489933,0.009758948137326516,1.8054054054054054,4,1.062873704313985,1.1945945945945946,0.395888290240012,1,2,1.51131221719457,0.864644198675518,1,3,221
1638-434-1479,Bai/tols2000,1,2,1,51,0.0392156862745098,0,1638-434-1479,1638,434,1479,/home/anna/.ssgetpy/MM/Bai/tols2000/tols2000.mtx,434,434,434,False,1,1,0.002304147465437788,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,434
77-204-646,HB/bcsstm27,0,250,1,74,3.37837837837838,1,77-204-646,77,204,646,/home/anna/.ssgetpy/MM/HB/bcsstm27/bcsstm27.mtx,204,204,8440,False,1.0,1.0,0.20280661284121493,41.372549019607845,54,10.878943115322398,2.7254901960784315,0.4462669284996487,2,3,15.179856115107913,3.313916152691091,6,18,556
1021-1799-14,Sandia/adder_dcop_38,1,146,0,0,0.0,0,1021-1799-14,1021,1799,14,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_38/adder_dcop_38.mtx,1799,1799,8525,False,0.0026714158504007124,0.5149896111605817,0.002634098802960449,4.738743746525848,99,3.0584536449275115,4.030589543937708,2.600089582512025,1,77,1.176348834000276,0.4415038512113125,1,5,7247
350-1529-1947,Boeing/crystk01,1,186,1,83,2.24096385542169,1,350-1529-1947,350,1529,1947,/home/anna/.ssgetpy/MM/Boeing/crystk01/crystk01.mtx,1529,1529,93101,False,1.0,1.0,0.03982349526764224,60.89012426422499,81,17.006395536026712,7.2184434270765205,1.794738311975816,3,12,8.435353809912113,1.3083573456281148,1,9,11037
319-472-209,Bai/olm1000,1,69,1,63,1.0952380952381,0,319-472-209,319,472,209,/home/anna/.ssgetpy/MM/Bai/olm1000/olm1000.mtx,472,472,1884,False,0.3328611898016997,0.6671388101983002,0.008456621660442401,3.9915254237288136,6,1.9957402208240056,1.0,0.0,1,1,3.9915254237288136,1.9957402208240056,2,6,472
151-574-65,HB/fs_680_3,0,600,1,52,11.5384615384615,1,151-574-65,151,574,65,/home/anna/.ssgetpy/MM/HB/fs_680_3/fs_680_3.mtx,574,574,1571,False,0.0,0.5215646940822467,0.004768177348274229,2.7369337979094075,7,1.7094108259642864,2.1515679442508713,1.1306727583605087,1,5,1.2720647773279352,0.6809057047784585,1,3,1235
1441-1390-229,Oberwolfach/piston,0,1400,1,64,21.875,1,1441-1390-229,1441,1390,229,/home/anna/.ssgetpy/MM/Oberwolfach/piston/piston.mtx,1390,1390,68354,False,0.03267427274356371,1.0,0.035378086020392316,49.17553956834532,63,20.719489458331303,2.9697841726618703,0.17118069726578944,2,3,16.558624031007753,6.895394573464495,1,21,4128
1540-1827-985,Schenk_IBMNA/c-21,0,1850,1,51,36.2745098039216,1,1540-1827-985,1540,1827,985,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-21/c-21.mtx,1827,1827,2501,False,1.0,1.0,0.0007492669856069437,1.3689107827038862,2,0.48250970675074745,1.3689107827038862,0.48250970675074745,1,2,1.0,0.0,1,1,2501
2668-1667-1142,VDOL/dynamicSoaringProblem_4,0,1700,1,246,6.91056910569106,1,2668-1667-1142,2668,1667,1142,/home/anna/.ssgetpy/MM/VDOL/dynamicSoaringProblem_4/dynamicSoaringProblem_4.mtx,1667,1667,5597,False,1.0,1.0,0.0020141142737259386,3.35752849430114,1015,29.0100918772122,2.0125974805038993,1.056512199711874,1,5,1.6682563338301044,19.202845117221354,1,1014,3355
2655-1801-296,LeGresley/LeGresley_2508,1,153,1,112,1.36607142857143,0,2655-1801-296,2655,1801,296,/home/anna/.ssgetpy/MM/LeGresley/LeGresley_2508/LeGresley_2508.mtx,1801,1801,9835,False,0.33806323126711474,0.8503858600945979,0.003032123864803347,5.460855080510827,28,3.6528639348879555,4.946696279844531,3.3269784470862596,1,26,1.1039398361207768,0.36727629205490064,1,6,8909
2232-1961-2240,TSOPF/TSOPF_RS_b162_c1,1,277,1,51,5.43137254901961,1,2232-1961-2240,2232,1961,2240,/home/anna/.ssgetpy/MM/TSOPF/TSOPF_RS_b162_c1/TSOPF_RS_b162_c1.mtx,1961,1961,3872,False,0.0,0.0,0.0010068856729686302,1.9745028046914839,2,0.15762959220880907,1.9745028046914839,0.15762959220880907,1,2,1.0,0.0,1,1,3872
28-212-102,HB/bcsstk06,0,250,1,64,3.90625,1,28-212-102,28,212,102,/home/anna/.ssgetpy/MM/HB/bcsstk06/bcsstk06.mtx,212,212,3444,True,1.0,1.0,0.07662869348522607,16.245283018867923,25,5.113451223045582,5.669811320754717,2.111163937724238,1,10,2.86522462562396,2.9746805068101976,1,14,1202
151-551-54,HB/fs_680_3,0,600,1,52,11.5384615384615,1,151-551-54,151,551,54,/home/anna/.ssgetpy/MM/HB/fs_680_3/fs_680_3.mtx,551,551,1625,False,0.0,0.5251396648044693,0.005352419787813611,2.9491833030852996,7,1.756800182979102,2.2994555353901998,1.1848942126661903,1,5,1.282557221783741,0.69207061209406,1,3,1267
2564-902-1869,CPM/cz5108,1,204,1,103,1.98058252427184,1,2564-902-1869,2564,902,1869,/home/anna/.ssgetpy/MM/CPM/cz5108/cz5108.mtx,902,902,9133,False,0.20483537844733327,0.4745474425950674,0.011225362707164665,10.125277161862527,26,6.318491119164414,3.5099778270509976,0.7425985115777541,2,6,2.884712571067593,1.412528555432228,1,5,3166
1530-273-3148,Pajek/USpowerGrid,1,57,0,0,0.0,0,1530-273-3148,1530,273,3148,/home/anna/.ssgetpy/MM/Pajek/USpowerGrid/USpowerGrid.mtx,273,273,212,False,1.0,1.0,0.0028445303170577894,0.7765567765567766,6,0.9719844868755186,1.5149253731343284,0.8701953342807378,1,6,1.0443349753694582,0.2285204631476493,1,3,203
240-708-125,HB/saylr3,1,290,1,79,3.67088607594937,1,240-708-125,240,708,125,/home/anna/.ssgetpy/MM/HB/saylr3/saylr3.mtx,708,708,2530,False,1.0,1.0,0.005047240575824316,3.573446327683616,7,2.0263730056072466,2.725988700564972,1.4559646499895578,1,5,1.310880829015544,0.6984332958127288,1,3,1930
189-190-2629,HB/lns_3937,1,108,1,55,1.96363636363636,1,189-190-2629,189,190,2629,/home/anna/.ssgetpy/MM/HB/lns_3937/lns_3937.mtx,190,190,840,False,0.0,0.9815384615384616,0.02326869806094183,4.421052631578948,5,1.1660003373514098,2.610526315789474,0.6927403530009641,1,3,1.6935483870967742,0.9390920405167507,1,3,496
1617-358-49,Bai/dwb512,1,12,1,53,0.226415094339623,0,1617-358-49,1617,358,49,/home/anna/.ssgetpy/MM/Bai/dwb512/dwb512.mtx,358,358,1715,False,0.8828297715549005,0.9771554900515844,0.01338129271870416,4.790502793296089,8,0.6917060713181161,2.9134078212290504,0.5748831371603644,2,6,1.6442953020134228,0.9096444771608957,1,3,1043
989-505-506,Sandia/adder_dcop_06,1,150,1,55,2.72727272727273,1,989-505-506,989,505,506,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_06/adder_dcop_06.mtx,505,505,1010,False,-0.0039603960396039604,0.5306930693069307,0.0039603960396039604,2.0,5,1.0454995489863652,1.7247524752475247,0.8974558033293433,1,5,1.1595866819747416,0.39342683458802163,1,4,871
754-320-2701,Nasa/barth,1,3,1,52,0.0576923076923077,0,754-320-2701,754,320,2701,/home/anna/.ssgetpy/MM/Nasa/barth/barth.mtx,320,320,362,False,0.0,0.0,0.00353515625,1.13125,3,0.3468046099751271,1.125,0.34003676271838607,1,3,1.0055555555555555,0.07432826755699806,1,2,360
34-788-453,HB/bcsstk12,0,800,1,84,9.52380952380952,1,34-788-453,34,788,453,/home/anna/.ssgetpy/MM/HB/bcsstk12/bcsstk12.mtx,788,788,17146,True,1.0,1.0,0.02761279600092762,21.758883248730964,33,7.004185461657408,3.6269035532994924,1.281610287795915,2,6,5.999300209937019,2.9698743178975984,1,9,2858
1607-1204-2748,Cylshell/s3rmq4m1,1,314,1,68,4.61764705882353,1,1607-1204-2748,1607,1204,2748,/home/anna/.ssgetpy/MM/Cylshell/s3rmq4m1/s3rmq4m1.mtx,1204,1204,53258,True,1.0,1.0,0.036739384775002486,44.23421926910299,54,9.629513661684008,5.176910299003322,3.2911486682825166,2,13,8.544521097384887,6.320163939941396,1,18,6233
213-139-349,HB/mcfe,0,150,1,56,2.67857142857143,1,213-139-349,213,139,349,/home/anna/.ssgetpy/MM/HB/mcfe/mcfe.mtx,139,139,3784,False,0.0,0.8175582990397805,0.19584907613477565,27.223021582733814,52,10.025896802649424,9.29496402877698,6.85035653896469,1,23,2.928792569659443,4.842843569250365,1,20,1292
772-1423-5820,Nemeth/nemeth08,1,6,1,52,0.115384615384615,0,772-1423-5820,772,1423,5820,/home/anna/.ssgetpy/MM/Nemeth/nemeth08/nemeth08.mtx,1423,1423,58467,False,1.0,1.0,0.028873604951087175,41.08713984539705,51,6.946295071531339,6.190442726633872,1.5405938430930204,2,9,6.637189238279033,9.282528608097447,1,45,8809
1073-116-263,Sandia/fpga_dcop_19,1,3,1,51,0.0588235294117647,0,1073-116-263,1073,116,263,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_19/fpga_dcop_19.mtx,116,116,230,False,0.0,1.0,0.017092746730083236,1.9827586206896552,2,0.13016955922880602,1.0,0.0,1,1,1.9827586206896552,0.13016955922880602,1,2,116
1091-1181-30,Sandia/fpga_dcop_37,1,267,0,0,0.0,0,1091-1181-30,1091,1181,30,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_37/fpga_dcop_37.mtx,1181,1181,5617,False,0.3117516629711752,0.8270509977827051,0.004027213264494778,4.756138865368332,36,4.0836291511491964,3.3595217762596072,1.0062322160331632,1,8,1.4278088459583123,1.7249181373745421,1,24,3934
987-1118-120,Sandia/adder_dcop_04,1,425,0,0,0.0,0,987-1118-120,987,1118,120,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_04/adder_dcop_04.mtx,1118,1118,3263,False,-0.03158383650719926,0.575940548072457,0.002610558721970296,2.9186046511627906,9,1.6337844286148362,2.512589928057554,1.3936597636715258,1,8,1.1678596993557624,0.40322332313321424,1,5,2794
49-262-680,HB/bcsstk27,0,300,1,57,5.26315789473684,1,49-262-680,49,262,680,/home/anna/.ssgetpy/MM/HB/bcsstk27/bcsstk27.mtx,262,262,11116,True,1.0,1.0,0.16193695006118525,42.42748091603053,54,11.035010581767112,2.801526717557252,0.3988503962629964,2,3,15.14441416893733,3.595086735393682,2,18,734
1027-822-27,Sandia/adder_dcop_44,1,85,0,0,0.0,0,1027-822-27,1027,822,27,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_44/adder_dcop_44.mtx,822,822,2016,False,0.0033277870216306157,0.6871880199667221,0.0029836432415152646,2.4525547445255476,7,1.504606536756313,2.142156862745098,1.2745192307343685,1,6,1.1533180778032037,0.3712422364710301,1,3,1748
1054-751-464,Sandia/adder_trans_02,1,42,0,0,0.0,0,1054-751-464,1054,751,464,/home/anna/.ssgetpy/MM/Sandia/adder_trans_02/adder_trans_02.mtx,751,751,2323,False,0.05189873417721519,1.0,0.004118787023427263,3.0932090545938746,13,1.7781693961806466,2.58255033557047,1.4605198827825805,1,11,1.2073804573804574,0.4684734340073989,1,5,1924
2827-888-1222,TAMU_SmartGridCenter/ACTIVSg2000,1,329,1,82,4.01219512195122,1,2827-888-1222,2827,888,1222,/home/anna/.ssgetpy/MM/TAMU_SmartGridCenter/ACTIVSg2000/ACTIVSg2000.mtx,888,888,3051,False,0.028663892741562644,0.9902912621359223,0.003869156318480643,3.435810810810811,17,1.8570359314493452,2.81981981981982,1.1726861303553886,1,7,1.218450479233227,0.7728178564454786,1,13,2504
755-905-3151,Nasa/barth4,0,950,1,100,9.5,1,755-905-3151,755,905,3151,/home/anna/.ssgetpy/MM/Nasa/barth4/barth4.mtx,905,905,3124,False,0.0,0.0,0.0038142913830469154,3.4519337016574587,5,0.768264972146807,2.2287292817679556,0.6954096043856886,1,5,1.548834903321765,0.5161928064178385,1,4,2017
786-1017-862,Nemeth/nemeth22,1,25,1,52,0.480769230769231,0,786-1017-862,786,1017,862,/home/anna/.ssgetpy/MM/Nemeth/nemeth22/nemeth22.mtx,1017,1017,142543,False,1.0,1.0,0.1378173798619148,140.16027531956735,166,21.11756842740299,9.250737463126844,2.4581175990340816,2,13,15.15125425170068,34.89188197021552,1,141,9408
2334-619-154,Fluorem/DK01R,0,650,1,68,9.55882352941176,1,2334-619-154,2334,619,154,/home/anna/.ssgetpy/MM/Fluorem/DK01R/DK01R.mtx,619,619,8055,False,0.0,0.9644970414201184,0.021022494460553137,13.012924071082391,17,5.262710071621888,5.7819063004846525,1.0523896575035319,3,8,2.250628667225482,1.5110828424224534,1,5,3579
814-1817-810,Simon/raefsky1,1,136,1,70,1.94285714285714,1,814-1817-810,814,1817,810,/home/anna/.ssgetpy/MM/Simon/raefsky1/raefsky1.mtx,1817,1817,157916,False,0.08165330975855066,0.9971620574122833,0.04783175106747289,86.91029168959824,108,21.312368444911233,8.4694551458448,2.2057805131775727,2,17,10.261615439599714,4.254912236032876,1,36,15389
67-1269-46,HB/bcsstm12,0,1300,1,61,21.3114754098361,1,67-1269-46,67,1269,46,/home/anna/.ssgetpy/MM/HB/bcsstm12/bcsstm12.mtx,1269,1269,16367,True,1.0,1.0,0.010163559599369335,12.897557131599685,22,5.194004729276307,7.699763593380615,2.074766771112792,1,11,1.6750588476102752,0.468352858295284,1,2,9771
1630-100-33,Bai/rdb200,1,47,0,150,0.313333333333333,0,1630-100-33,1630,100,33,/home/anna/.ssgetpy/MM/Bai/rdb200/rdb200.mtx,100,100,536,False,0.7706422018348624,1.0,0.0536,5.36,6,0.6858571279792899,3.48,0.6079473661428266,2,4,1.5402298850574712,0.8684058283919128,1,3,348
22-291-1855,HB/bcspwr10,1,14,0,0,0.0,0,22-291-1855,22,291,1855,/home/anna/.ssgetpy/MM/HB/bcspwr10/bcspwr10.mtx,291,291,383,False,1.0,1.0,0.0045228563668355355,1.3161512027491409,5,0.6229132568755756,1.2989690721649485,0.6119926630785909,1,5,1.0132275132275133,0.13543836757852068,1,3,378
400-585-656,DRIVCAV/cavity21,1,377,1,92,4.09782608695652,1,400-585-656,400,585,656,/home/anna/.ssgetpy/MM/DRIVCAV/cavity21/cavity21.mtx,585,585,14661,False,0.0,1.0,0.04284023668639053,25.06153846153846,62,13.402244015152206,4.97948717948718,1.8645380932331967,1,13,5.032955715756952,5.682853929602618,1,22,2913
252-206-98,HB/steam2,1,28,1,51,0.549019607843137,0,252-206-98,252,206,98,/home/anna/.ssgetpy/MM/HB/steam2/steam2.mtx,206,206,559,False,0.0,0.8498583569405099,0.013172777830144217,2.7135922330097086,4,1.093009432774415,1.4902912621359223,0.4999057315225408,1,2,1.8208469055374592,1.0633769878344634,1,4,307
219-885-7,HB/nos3,1,55,1,76,0.723684210526316,0,219-885-7,219,885,7,/home/anna/.ssgetpy/MM/HB/nos3/nos3.mtx,885,885,14547,True,1.0,1.0,0.018573206932873697,16.43728813559322,18,2.510040738752704,3.287005649717514,0.7891213485852092,2,7,5.000687521485046,1.5677655552904315,1,6,2909
493-171-1325,Gset/G31,1,172,0,0,0.0,0,493-171-1325,493,171,1325,/home/anna/.ssgetpy/MM/Gset/G31/G31.mtx,171,171,310,False,1.0,1.0,0.010601552614479669,1.8128654970760234,6,1.2293187096094804,2.192857142857143,1.182590549667663,1,5,1.009771986970684,0.0983691783097166,1,2,307
30-286-532,HB/bcsstk08,1,41,1,57,0.719298245614035,0,30-286-532,30,286,532,/home/anna/.ssgetpy/MM/HB/bcsstk08/bcsstk08.mtx,286,286,2368,True,1.0,1.0,0.028950070908112868,8.27972027972028,93,9.51803998922267,6.22027972027972,6.576372833259705,1,47,1.3310848791455874,0.5539936290979205,1,6,1779
783-706-7625,Nemeth/nemeth19,1,53,1,52,1.01923076923077,0,783-706-7625,783,706,7625,/home/anna/.ssgetpy/MM/Nemeth/nemeth19/nemeth19.mtx,706,706,58526,False,1.0,1.0,0.11741928753139821,82.89801699716713,96,10.778917704910336,7.100566572237961,1.6541902212445385,2,10,11.674845401954917,21.3530167927869,1,81,5013
1071-162-996,Sandia/fpga_dcop_17,1,36,0,0,0.0,0,1071-162-996,1071,162,996,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_17/fpga_dcop_17.mtx,162,162,515,False,0.0427807486631016,0.7647058823529411,0.019623532998018594,3.1790123456790123,7,1.6523546377111158,2.5694444444444446,0.8791787343388034,1,4,1.3918918918918919,0.5931493492155235,1,4,370
1538-1424-575,Schenk_IBMNA/c-19,0,1450,1,167,8.68263473053892,1,1538-1424-575,1538,1424,575,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-19/c-19.mtx,1424,1424,2996,False,1.0,1.0,0.0014774807473803813,2.103932584269663,11,1.09281938018243,2.0625,1.020656561932431,1,10,1.0200885257065033,0.14030316048272895,1,2,2937
1028-1607-46,Sandia/adder_dcop_45,1,111,0,0,0.0,0,1028-1607-46,1028,1607,46,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_45/adder_dcop_45.mtx,1607,1607,6243,False,0.0017219113215669393,0.5759793370641412,0.002417472716789373,3.884878655880523,11,1.819898124678034,3.2719900187149094,1.60811501651027,1,10,1.1902764537654908,0.449150049798444,1,5,5245
778-1684-3758,Nemeth/nemeth14,1,145,1,54,2.68518518518519,1,778-1684-3758,778,1684,3758,/home/anna/.ssgetpy/MM/Nemeth/nemeth14/nemeth14.mtx,1684,1684,86028,False,1.0,1.0,0.030335813948239965,51.0855106888361,60,7.315817895836401,7.296318289786223,1.6015018881479637,2,9,7.001546349800602,10.788182234996267,1,49,12287
499-382-918,Gset/G37,1,142,0,0,0.0,0,499-382-918,499,382,918,/home/anna/.ssgetpy/MM/Gset/G37/G37.mtx,382,382,408,False,1.0,1.0,0.002795975987500343,1.068062827225131,6,0.790355715411857,1.6126482213438735,0.790355715411857,1,6,1.0,0.0,1,1,408
213-329-202,HB/mcfe,0,350,1,58,6.03448275862069,1,213-329-202,213,329,202,/home/anna/.ssgetpy/MM/HB/mcfe/mcfe.mtx,329,329,10651,False,0.0,0.7064522379383841,0.09840079082787484,32.37386018237082,73,14.725968543246383,13.112462006079028,10.70193558406688,1,40,2.468938340287436,4.318946672097331,1,20,4314
1156-256-111,Sandia/oscil_dcop_45,1,110,0,0,0.0,0,1156-256-111,1156,256,111,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_45/oscil_dcop_45.mtx,256,256,874,False,0.6687898089171974,1.0,0.013336181640625,3.4140625,13,1.4685629867641872,2.47265625,1.2180424127820582,1,11,1.3807266982622433,0.7512442188350047,1,3,633
1195-131-4,Rajat/rajat11,1,117,0,0,0.0,0,1195-131-4,1195,131,4,/home/anna/.ssgetpy/MM/Rajat/rajat11/rajat11.mtx,131,131,590,False,0.5726681127982647,0.9587852494577006,0.03438028086941321,4.5038167938931295,7,1.4472990555559062,1.9692307692307693,0.9024621154499979,1,6,2.3046875,1.824565846261447,1,7,256
1086-1121-82,Sandia/fpga_dcop_32,1,254,0,0,0.0,0,1086-1121-82,1086,1121,82,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_32/fpga_dcop_32.mtx,1121,1121,5125,False,0.2727272727272727,0.8457002457002457,0.0040783326343800655,4.571810883140054,36,4.21628575856804,3.1541251133272894,1.0438260097607706,1,8,1.4731244610520264,1.8267311175351733,1,24,3479
2754-212-168,VDOL/tumorAntiAngiogenesis_7,1,42,1,55,0.763636363636364,0,2754-212-168,2754,212,168,/home/anna/.ssgetpy/MM/VDOL/tumorAntiAngiogenesis_7/tumorAntiAngiogenesis_7.mtx,212,212,614,False,1.0,1.0,0.013661445354218583,2.8962264150943398,209,14.217932634583923,1.9150943396226414,0.9019677077462456,1,4,1.5123152709359606,6.610455672355026,1,95,406
234-247-278,HB/pores_3,1,229,1,59,3.88135593220339,1,234-247-278,234,247,278,/home/anna/.ssgetpy/MM/HB/pores_3/pores_3.mtx,247,247,1652,False,0.29039145907473307,0.7302491103202847,0.027077972102476682,6.6882591093117405,8,1.2189395261824496,3.2469635627530367,0.6909924291436668,1,4,2.0598503740648377,1.2629020838420841,1,4,802
50-1204-1264,HB/bcsstk28,1,358,1,79,4.53164556962025,1,50-1204-1264,50,1204,1264,/home/anna/.ssgetpy/MM/HB/bcsstk28/bcsstk28.mtx,1204,1204,53952,True,1.0,1.0,0.037218132250195914,44.81063122923588,62,10.294130505164757,3.5847176079734218,1.4066638992916387,1,8,12.500463392029657,5.847755664340602,1,36,4316
279-566-226,HB/young2c,0,600,1,109,5.5045871559633,1,279-566-226,279,566,226,/home/anna/.ssgetpy/MM/HB/young2c/young2c.mtx,566,566,2730,False,0.8345656192236599,1.0,0.008521769531396321,4.823321554770318,5,0.40824574173953865,2.8975265017667846,0.3032699793798633,2,3,1.6646341463414633,0.9283964606256964,1,3,1640
1038-888-333,Sandia/adder_dcop_55,1,49,0,0,0.0,0,1038-888-333,1038,888,333,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_55/adder_dcop_55.mtx,888,888,2404,False,0.0026246719160104987,0.5708661417322834,0.003048656764872981,2.7072072072072073,7,1.5109580489401435,2.312925170068027,1.2802496979828044,1,7,1.1784313725490196,0.419529954288338,1,5,2040
221-265-69,HB/nos5,1,187,1,66,2.83333333333333,1,221-265-69,221,265,69,/home/anna/.ssgetpy/MM/HB/nos5/nos5.mtx,265,265,2835,True,1.0,1.0,0.04037023851904593,10.69811320754717,22,2.718107732883561,8.29811320754717,2.0899120290267823,3,13,1.2892223738062756,0.6268418319210325,1,8,2199
1939-1154-1189,JGD_BIBD/bibd_81_2,1,1,1,51,0.0196078431372549,0,1939-1154-1189,1939,1154,1189,/home/anna/.ssgetpy/MM/JGD_BIBD/bibd_81_2/bibd_81_2.mtx,1154,1154,1154,True,1.0,1.0,0.0008665511265164644,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1154
2211-1448-451,JGD_Trefethen/Trefethen_2000,1,15,1,51,0.294117647058824,0,2211-1448-451,2211,1448,451,/home/anna/.ssgetpy/MM/JGD_Trefethen/Trefethen_2000/Trefethen_2000.mtx,1448,1448,29210,True,1.0,1.0,0.013931389456976282,20.17265193370166,21,1.2367633463935002,16.176795580110497,1.2130563687614107,10,17,1.247011612021858,0.9625144331479746,1,5,23424
